Vulnerability,Published Date,Severity
"+------------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                 | Published Date | Severity |
+------------------------------------------------------------------------------+----------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2023-52340): Linux kernel vulnerabilities | April 09, 2024 |    4     |
+------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------+----------------+----------+
|                                  Vulnerability                                  | Published Date | Severity |
+---------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26248: Windows Kerberos Elevation of Privilege Vulnerability | April 09, 2024 |    9     |
+---------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------+----------------+----------+
|                             Vulnerability                              | Published Date | Severity |
+------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-2201: Intel: CVE-2024-2201 Branch History Injection | April 09, 2024 |    4     |
+------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------+----------------+----------+
|                                  Vulnerability                                  | Published Date | Severity |
+---------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26248: Windows Kerberos Elevation of Privilege Vulnerability | April 09, 2024 |    9     |
+---------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-20689: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    7     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                Vulnerability                                                | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26244: Microsoft WDAC OLE DB Provider for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+-------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------+----------------+----------+
|                                         Vulnerability                                          | Published Date | Severity |
+------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26228: Windows Cryptographic Services Security Feature Bypass Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-20669: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    6     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26226: Windows Distributed File System (DFS) Information Disclosure Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                 Vulnerability                                                  | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26200: Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------+----------------+----------+
|                                      Vulnerability                                      | Published Date | Severity |
+-----------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26239: Windows Telephony Server Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+-----------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28940: Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------+----------------+----------+
|                                           Vulnerability                                            | Published Date | Severity |
+----------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28931: Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                 Vulnerability                                                  | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26205: Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------+----------------+----------+
|                                      Vulnerability                                      | Published Date | Severity |
+-----------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26243: Windows USB Print Driver Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+-----------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------+----------------+----------+
|                                  Vulnerability                                   | Published Date | Severity |
+----------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26223: Windows DNS Server Remote Code Execution Vulnerability | April 09, 2024 |    8     |
+----------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-29044: Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                               | Published Date | Severity |
+--------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26256: libarchive Remote Code Execution Vulnerability | April 09, 2024 |    7     |
+--------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28924: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    6     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-29985: Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------+----------------+----------+
|                                   Vulnerability                                    | Published Date | Severity |
+------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26229: Windows CSC Service Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------+----------------+----------+
|                                           Vulnerability                                            | Published Date | Severity |
+----------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28933: Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------+----------------+----------+
|                                  Vulnerability                                   | Published Date | Severity |
+----------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26221: Windows DNS Server Remote Code Execution Vulnerability | April 09, 2024 |    8     |
+----------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28944: Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------+----------------+----------+
|                             Vulnerability                             | Published Date | Severity |
+-----------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26241: Win32k Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+-----------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------+----------------+----------+
|                               Vulnerability                                | Published Date | Severity |
+----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26245: Windows SMB Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+----------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------+----------------+----------+
|                                 Vulnerability                                 | Published Date | Severity |
+-------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-20693: Windows Kernel Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+-------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------+----------------+----------+
|                                              Vulnerability                                              | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26207: Windows Remote Access Connection Manager Information Disclosure Vulnerability | April 09, 2024 |    5     |
+---------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------+----------------+----------+
|                                  Vulnerability                                   | Published Date | Severity |
+----------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26227: Windows DNS Server Remote Code Execution Vulnerability | April 09, 2024 |    8     |
+----------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28898: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    6     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                Vulnerability                                                | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26244: Microsoft WDAC OLE DB Provider for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+-------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-20669: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    6     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------+----------------+----------+
|                                           Vulnerability                                            | Published Date | Severity |
+----------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28932: Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------+----------------+----------+
|                                         Vulnerability                                          | Published Date | Severity |
+------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26213: Microsoft Brokering File System Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------+----------------+----------+
|                                     Vulnerability                                     | Published Date | Severity |
+---------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-21447: Windows Authentication Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+---------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------+----------------+----------+
|                                         Vulnerability                                          | Published Date | Severity |
+------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26228: Windows Cryptographic Services Security Feature Bypass Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------+----------------+----------+
|                         Vulnerability                         | Published Date | Severity |
+---------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26234: Proxy Driver Spoofing Vulnerability | April 09, 2024 |    6     |
+---------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------+----------------+----------+
|                                   Vulnerability                                   | Published Date | Severity |
+-----------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26202: DHCP Server Service Remote Code Execution Vulnerability | April 09, 2024 |    8     |
+-----------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------------+----------------+----------+
|                                         Vulnerability                                         | Published Date | Severity |
+-----------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-23593: Lenovo: CVE-2024-23593 Zero Out Boot Manager and drop to UEFI Shell | April 09, 2024 |    7     |
+-----------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------+----------------+----------+
|                                              Vulnerability                                              | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28900: Windows Remote Access Connection Manager Information Disclosure Vulnerability | April 09, 2024 |    5     |
+---------------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------+----------------+----------+
|                                         Vulnerability                                          | Published Date | Severity |
+------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28905: Microsoft Brokering File System Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                               | Published Date | Severity |
+--------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26256: libarchive Remote Code Execution Vulnerability | April 09, 2024 |    7     |
+--------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------+----------------+----------+
|                                      Vulnerability                                       | Published Date | Severity |
+------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26158: Microsoft Install Service Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-29061: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    7     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------+----------------+----------+
|                                         Vulnerability                                          | Published Date | Severity |
+------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28907: Microsoft Brokering File System Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-29982: Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                 Vulnerability                                                  | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26200: Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                Vulnerability                                                | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26210: Microsoft WDAC OLE DB Provider for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+-------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------+----------------+----------+
|                                      Vulnerability                                      | Published Date | Severity |
+-----------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26230: Windows Telephony Server Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+-----------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------+----------------+----------+
|                                           Vulnerability                                            | Published Date | Severity |
+----------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28934: Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+----------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------+----------------+----------+
|                                              Vulnerability                                              | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26217: Windows Remote Access Connection Manager Information Disclosure Vulnerability | April 09, 2024 |    5     |
+---------------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------+----------------+----------+
|                                            Vulnerability                                             | Published Date | Severity |
+------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28915: Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability | April 09, 2024 |    9     |
+------------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------+----------------+----------+
|                                   Vulnerability                                    | Published Date | Severity |
+------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26253: Windows rndismp6.sys Remote Code Execution Vulnerability | April 09, 2024 |    7     |
+------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------+----------------+----------+
|                                Vulnerability                                | Published Date | Severity |
+-----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28922: Secure Boot Security Feature Bypass Vulnerability | April 09, 2024 |    4     |
+-----------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------+----------------+----------+
|                               Vulnerability                                | Published Date | Severity |
+----------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-26245: Windows SMB Elevation of Privilege Vulnerability | April 09, 2024 |    7     |
+----------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------+----------------+----------+
|                                              Vulnerability                                              | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------+----------------+----------+
| Microsoft CVE-2024-28900: Windows Remote Access Connection Manager Information Disclosure Vulnerability | April 09, 2024 |    5     |
+---------------------------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------+----------------+----------+
|                     Vulnerability                      | Published Date | Severity |
+--------------------------------------------------------+----------------+----------+
| Huawei EulerOS: CVE-2023-52340: kernel security update | April 08, 2024 |    4     |
+--------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------+----------------+----------+
|                   Vulnerability                   | Published Date | Severity |
+---------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-0793: SUSE Linux Security Advisory | April 08, 2024 |    4     |
+---------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------+----------------+----------+
|                               Vulnerability                               | Published Date | Severity |
+---------------------------------------------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-3156 Inappropriate implementation in V8 | April 05, 2024 |    4     |
+---------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-31083: SUSE Linux Security Advisory | April 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------+----------------+----------+
|                           Vulnerability                            | Published Date | Severity |
+--------------------------------------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-3158 Use after free in Bookmarks | April 05, 2024 |    4     |
+--------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| Debian: CVE-2024-3158: chromium -- security update | April 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------+----------------+----------+
|                           Vulnerability                            | Published Date | Severity |
+--------------------------------------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-3158 Use after free in Bookmarks | April 05, 2024 |    4     |
+--------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| Debian: CVE-2024-3156: chromium -- security update | April 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------+----------------+----------+
|                               Vulnerability                               | Published Date | Severity |
+---------------------------------------------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-3156 Inappropriate implementation in V8 | April 05, 2024 |    4     |
+---------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------+----------------+----------+
|              Vulnerability              | Published Date | Severity |
+-----------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-29981 | April 05, 2024 |    4     |
+-----------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-31083: SUSE Linux Security Advisory | April 05, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+-----------------------------------------+----------------+----------+
|              Vulnerability              | Published Date | Severity |
+-----------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-29049 | April 05, 2024 |    4     |
+-----------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                               | Published Date | Severity |
+--------------------------------------------------------------------------+----------------+----------+
| Microsoft Edge Chromium: CVE-2024-3159 Out of bounds memory access in V8 | April 05, 2024 |    4     |
+--------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------+----------------+----------+
|                                     Vulnerability                                      | Published Date | Severity |
+----------------------------------------------------------------------------------------+----------------+----------+
| CentOS Linux: CVE-2024-31083: Important: X.Org server security update (CESA-2024:1785) | April 05, 2024 |    4     |
+----------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------+----------------+----------+
|                                   Vulnerability                                   | Published Date | Severity |
+-----------------------------------------------------------------------------------+----------------+----------+
| Red Hat: CVE-2024-31080: Important: X.Org server security update (RHSA-2024:1785) | April 04, 2024 |    4     |
+-----------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2023-45288: SUSE Linux Security Advisory | April 04, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------+----------------+----------+
|                                 Vulnerability                                 | Published Date | Severity |
+-------------------------------------------------------------------------------+----------------+----------+
| Red Hat: CVE-2024-27316: httpd: CONTINUATION frames DoS (Multiple Advisories) | April 04, 2024 |    8     |
+-------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------+----------------+----------+
|                                     Vulnerability                                      | Published Date | Severity |
+----------------------------------------------------------------------------------------+----------------+----------+
| CentOS Linux: CVE-2024-31081: Important: X.Org server security update (CESA-2024:1785) | April 04, 2024 |    4     |
+----------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-31081: SUSE Linux Security Advisory | April 04, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-31080: SUSE Linux Security Advisory | April 04, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------+----------------+----------+
|                                     Vulnerability                                      | Published Date | Severity |
+----------------------------------------------------------------------------------------+----------------+----------+
| CentOS Linux: CVE-2024-31080: Important: X.Org server security update (CESA-2024:1785) | April 04, 2024 |    4     |
+----------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------+----------------+----------+
|                                 Vulnerability                                  | Published Date | Severity |
+--------------------------------------------------------------------------------+----------------+----------+
| Ubuntu: (Multiple Advisories) (CVE-2024-31082): X.Org X Server vulnerabilities | April 04, 2024 |    4     |
+--------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------+----------------+----------+
|                   Vulnerability                    | Published Date | Severity |
+----------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-31082: SUSE Linux Security Advisory | April 04, 2024 |    4     |
+----------------------------------------------------+----------------+----------+"
